nodes_reporting_id,id,parent_node_id,unique_id,name,active,folder_id,node_type_id,archive_number,metadata,created_at,updated_at,csv_errors,heartbeat,application_id,device_location,device_location_note,vendor_device_id,vendor_id,order_status,functionName,functionVersion,iccid,model
372,11192,11198,mnt-301924,DoT Chancery - Temperature - 301924 - Cafe Freezer,True,5315,177,0,"{""Heartbeat"":""15"",""application_id"":""2"",""device_location"":"""",""device_location_note"":"""",""vendor_device_id"":""301924"",""vendor_id"":""2""}",2018-01-26 16:18:48,2018-02-13 21:56:22,,15,2,,,301924,2,,,,,
373,11193,11198,mnt-44185,Fridge - Probed Temp - 44185,True,5315,177,0,"{""Heartbeat"":""10"",""application_id"":""2"",""device_location"":"""",""device_location_note"":"""",""vendor_device_id"":""44185"",""vendor_id"":""2""}",2018-01-26 16:18:49,2018-02-13 21:56:23,,10,2,,,44185,2,,,,,
374,11194,11198,mnt-46575,Fridge - Glycol Temp - 46575,True,5315,177,0,"{""Heartbeat"":""10"",""application_id"":""2"",""device_location"":"""",""device_location_note"":"""",""vendor_device_id"":""46575"",""vendor_id"":""2""}",2018-01-26 16:18:49,2018-02-13 21:56:23,,10,2,,,46575,2,,,,,
375,11195,11198,mnt-82273,Fridge - Flat Wire Temp Phase IV,True,5315,177,0,"{""Heartbeat"":""10"",""application_id"":""2"",""device_location"":"""",""device_location_note"":"""",""vendor_device_id"":""82273"",""vendor_id"":""2""}",2018-01-26 16:18:49,2018-02-13 21:56:24,,10,2,,,82273,2,,,,,
376,11196,11198,mnt-85834,AATEST BUTTON,True,5315,179,0,"{""Heartbeat"":""120"",""application_id"":""11"",""device_location"":"""",""device_location_note"":"""",""vendor_device_id"":""85834"",""vendor_id"":""2""}",2018-01-26 16:18:49,2018-02-13 21:56:24,,120,11,,,85834,2,,,,,
377,11197,11198,mnt-86574,Water Sensor - 86574,True,5315,188,0,"{""Heartbeat"":""15"",""application_id"":""4"",""device_location"":"""",""device_location_note"":"""",""vendor_device_id"":""86574"",""vendor_id"":""2""}",2018-01-26 16:18:50,2018-02-13 21:56:25,,15,4,,,86574,2,,,,,
378,11198,11198,mnt-901257,CGW2 Verizon - 901257,True,5315,187,0,"{""Heartbeat"":""15"",""application_id"":""0"",""device_location"":"""",""device_location_note"":"""",""vendor_device_id"":""901257"",""vendor_id"":""2""}",2018-01-26 16:18:50,2018-02-13 21:56:25,,15,0,,,901257,2,,,,,
379,11199,11198,mnt-90649,S-04 - Glass Vial Temp - FT,True,5315,177,0,"{""Heartbeat"":""10"",""application_id"":""2"",""device_location"":""East side of the Friggy"",""device_location_note"":"""",""vendor_device_id"":""90649"",""vendor_id"":""2""}",2018-01-26 16:18:50,2018-02-13 21:56:26,,10,2,East side of the Friggy,,90649,2,,,,,
380,11200,11204,mnt-127010,Current Meter 150 Amp - 127010 Unmodified,True,5278,237,0,"{""Heartbeat"":""10"",""application_id"":""94"",""device_location"":"""",""device_location_note"":"""",""vendor_device_id"":""127010"",""vendor_id"":""2""}",2018-01-26 16:18:50,2018-02-13 21:55:02,,10,94,,,127010,2,,,,,
381,11201,11204,mnt-127015,Current Meter 150 Amp - 127015 Test,True,5278,237,0,"{""Heartbeat"":""10"",""application_id"":""94"",""device_location"":"""",""device_location_note"":"""",""vendor_device_id"":""127015"",""vendor_id"":""2""}",2018-01-26 16:18:51,2018-02-13 21:55:03,,10,94,,,127015,2,,,,,
382,11202,11204,mnt-127306,PIR - Motion Sensor,True,5278,181,0,"{""Heartbeat"":""120"",""application_id"":""23"",""device_location"":"""",""device_location_note"":"""",""vendor_device_id"":""127306"",""vendor_id"":""2""}",2018-01-26 16:18:51,2018-02-13 21:55:03,,120,23,,,127306,2,,,,,
383,11203,11204,mnt-131701,Vibration Meter,True,5278,193,0,"{""Heartbeat"":""10"",""application_id"":""95"",""device_location"":""Water Main"",""device_location_note"":"""",""vendor_device_id"":""131701"",""vendor_id"":""2""}",2018-01-26 16:18:51,2018-02-13 21:55:04,,10,95,Water Main,,131701,2,,,,,
384,11204,11204,mnt-136929,Demo Gateway,True,5278,187,0,"{""Heartbeat"":""5"",""application_id"":""0"",""device_location"":"""",""device_location_note"":"""",""vendor_device_id"":""136929"",""vendor_id"":""2""}",2018-01-26 16:18:51,2018-02-13 21:55:04,,5,0,,,136929,2,,,,,
385,11205,11204,mnt-141368,Temperature,True,5278,177,0,"{""Heartbeat"":""10"",""application_id"":""2"",""device_location"":"""",""device_location_note"":"""",""vendor_device_id"":""141368"",""vendor_id"":""2""}",2018-01-26 16:18:52,2018-02-13 21:55:05,,10,2,,,141368,2,,,,,
386,11206,11204,mnt-142182,High Temperature Sensor,True,5278,241,0,"{""Heartbeat"":""10"",""application_id"":""35"",""device_location"":"""",""device_location_note"":"""",""vendor_device_id"":""142182"",""vendor_id"":""2""}",2018-01-26 16:18:52,2018-02-13 21:55:05,,10,35,,,142182,2,,,,,
387,11207,11204,mnt-142367,Water Sensor,True,5278,188,0,"{""Heartbeat"":""10"",""application_id"":""4"",""device_location"":""23rd Floor"",""device_location_note"":"""",""vendor_device_id"":""142367"",""vendor_id"":""2""}",2018-01-26 16:18:52,2018-02-13 21:55:06,,10,4,23rd Floor,,142367,2,,,,,
388,11208,11204,mnt-142844,Button,True,5278,179,0,"{""Heartbeat"":""10"",""application_id"":""11"",""device_location"":"""",""device_location_note"":"""",""vendor_device_id"":""142844"",""vendor_id"":""2""}",2018-01-26 16:18:52,2018-02-13 21:55:06,,10,11,,,142844,2,,,,,
389,11209,11204,mnt-47520,Water - 47520,True,5278,188,0,"{""Heartbeat"":""10"",""application_id"":""4"",""device_location"":"""",""device_location_note"":"""",""vendor_device_id"":""47520"",""vendor_id"":""2""}",2018-01-26 16:18:53,2018-02-13 21:55:07,,10,4,,,47520,2,,,,,
390,11210,11204,mnt-50268,Smart Ranger - 50268,True,5278,186,0,"{""Heartbeat"":""10"",""application_id"":""45"",""device_location"":"""",""device_location_note"":"""",""vendor_device_id"":""50268"",""vendor_id"":""2""}",2018-01-26 16:18:53,2018-02-13 21:55:07,,10,45,,,50268,2,,,,,
391,11211,11204,mnt-94709,Smart Ranger - 94709,True,5278,186,0,"{""Heartbeat"":""120"",""application_id"":""45"",""device_location"":"""",""device_location_note"":"""",""vendor_device_id"":""94709"",""vendor_id"":""2""}",2018-01-26 16:18:53,2018-02-13 21:55:08,,120,45,,,94709,2,,,,,
392,11212,11204,mnt-95124,R-1,True,5278,186,0,"{""Heartbeat"":""120"",""application_id"":""45"",""device_location"":"""",""device_location_note"":"""",""vendor_device_id"":""95124"",""vendor_id"":""2""}",2018-01-26 16:18:53,2018-02-13 21:55:08,,120,45,,,95124,2,,,,,
393,11213,11216,mnt-131665,Button - 131665,True,5279,179,0,"{""Heartbeat"":""120"",""application_id"":""11"",""device_location"":"""",""device_location_note"":"""",""vendor_device_id"":""131665"",""vendor_id"":""2""}",2018-01-26 16:18:55,2018-02-13 21:55:09,,120,11,,,131665,2,,,,,
394,11214,11216,mnt-167767,AIO Temperature - 167767,True,5279,177,0,"{""Heartbeat"":""10"",""application_id"":""2"",""device_location"":""TestTestTestTestTest"",""device_location_note"":"""",""vendor_device_id"":""167767"",""vendor_id"":""2""}",2018-01-26 16:18:55,2018-02-13 21:55:09,,10,2,TestTestTestTestTest,,167767,2,,,,,
395,11215,11216,mnt-169942,Button - 169942,True,5279,179,0,"{""Heartbeat"":""120"",""application_id"":""11"",""device_location"":"""",""device_location_note"":"""",""vendor_device_id"":""169942"",""vendor_id"":""2""}",2018-01-26 16:18:55,2018-02-13 21:55:10,,120,11,,,169942,2,,,,,
396,11216,11216,mnt-170119,CGW2 Verizon - 170119,True,5279,187,0,"{""Heartbeat"":""1"",""application_id"":""0"",""device_location"":"""",""device_location_note"":"""",""vendor_device_id"":""170119"",""vendor_id"":""2""}",2018-01-26 16:18:56,2018-02-13 21:55:10,,1,0,,,170119,2,,,,,
397,11217,11217,mnt-132722,Building 1 - Boiler Mixer Valve - Temperature - BMV,True,5239,177,0,"{""Heartbeat"":""15"",""application_id"":""2"",""device_location"":""Building 1 Boiler Mixer Valve"",""device_location_note"":""\u003cp\u003e\r\n\tS-02\u003c/p\u003e\r\n"",""vendor_device_id"":""132722"",""vendor_id"":""2""}",2018-01-26 16:19:06,2018-11-02 21:08:41,,15,2,Building 1 Boiler Mixer Valve,"<p>
	S-02</p>
",132722,2,,,,,
398,11218,11218,mnt-132723,Building 4 - Boiler Mixer Valve - Temperature - BMV,True,5239,177,0,"{""Heartbeat"":""15"",""application_id"":""2"",""device_location"":""Building 4 Boiler Mixer Valve"",""device_location_note"":""\u003cp\u003e\r\n\tS-02\u003c/p\u003e\r\n"",""vendor_device_id"":""132723"",""vendor_id"":""2""}",2018-01-26 16:19:07,2018-11-02 21:08:41,,15,2,Building 4 Boiler Mixer Valve,"<p>
	S-02</p>
",132723,2,,,,,
399,11219,11219,mnt-132724,Building 5 - Boiler Mixer Valve - Temperature - BMV,True,5239,177,0,"{""Heartbeat"":""15"",""application_id"":""2"",""device_location"":""Building 5 Boiler Mixer Valve"",""device_location_note"":""\u003cp\u003e\r\n\tS-02\u0026nbsp;\u003c/p\u003e\r\n"",""vendor_device_id"":""132724"",""vendor_id"":""2""}",2018-01-26 16:19:07,2018-11-02 21:08:42,,15,2,Building 5 Boiler Mixer Valve,"<p>
	S-02&nbsp;</p>
",132724,2,,,,,
400,11220,11220,mnt-132725,Building 2 - Boiler Mixer Valve - Temperature - BMV,True,5239,177,0,"{""Heartbeat"":""15"",""application_id"":""2"",""device_location"":""Building 2 Boiler Mixer Valve"",""device_location_note"":""\u003cp\u003e\r\n\tS-02\u003c/p\u003e\r\n"",""vendor_device_id"":""132725"",""vendor_id"":""2""}",2018-01-26 16:19:07,2018-11-02 21:08:43,,15,2,Building 2 Boiler Mixer Valve,"<p>
	S-02</p>
",132725,2,,,,,
401,11221,11221,mnt-132726,Building 3 - Boiler Mixer Valve - BMV,True,5239,177,0,"{""Heartbeat"":""15"",""application_id"":""2"",""device_location"":""Building 3 Boiler Mixer Valve"",""device_location_note"":""\u003cp\u003e\r\n\tS-02\u003c/p\u003e\r\n"",""vendor_device_id"":""132726"",""vendor_id"":""2""}",2018-01-26 16:19:07,2018-11-02 21:08:43,,15,2,Building 3 Boiler Mixer Valve,"<p>
	S-02</p>
",132726,2,,,,,
402,11223,11223,mnt-148845,CGW2 Verizon - 148845,True,5239,187,0,"{""Heartbeat"":""15"",""application_id"":""0"",""device_location"":"""",""device_location_note"":"""",""vendor_device_id"":""148845"",""vendor_id"":""2""}",2018-01-26 16:19:08,2018-11-02 21:08:44,,15,0,,,148845,2,,,,,
403,11224,11224,mnt-148852,CGW2 Verizon - 148852,True,5239,187,0,"{""Heartbeat"":""15"",""application_id"":""0"",""device_location"":"""",""device_location_note"":"""",""vendor_device_id"":""148852"",""vendor_id"":""2""}",2018-01-26 16:19:08,2018-11-02 21:08:45,,15,0,,,148852,2,,,,,
404,11233,11233,mnt-154015,Building 3 - Mechanical Room - Water,True,5239,188,0,"{""Heartbeat"":""120"",""application_id"":""4"",""device_location"":""Building 3 Mechanical Room"",""device_location_note"":""\u003cp\u003e\r\n\tS-08\u003c/p\u003e\r\n"",""vendor_device_id"":""154015"",""vendor_id"":""2""}",2018-01-26 16:19:11,2018-11-02 21:08:47,,120,4,Building 3 Mechanical Room,"<p>
	S-08</p>
",154015,2,,,,,
405,11234,11234,mnt-154023,Building 2 - Laundry Room - Water,True,5239,188,0,"{""Heartbeat"":""120"",""application_id"":""4"",""device_location"":""Building 2 Laundry Room"",""device_location_note"":""\u003cp\u003e\r\n\tS-09\u003c/p\u003e\r\n"",""vendor_device_id"":""154023"",""vendor_id"":""2""}",2018-01-26 16:19:11,2018-11-02 21:08:48,,120,4,Building 2 Laundry Room,"<p>
	S-09</p>
",154023,2,,,,,
406,11236,11236,mnt-154025,Building 4 - Mechanical Room  - Water,True,5239,188,0,"{""Heartbeat"":""120"",""application_id"":""4"",""device_location"":""Building 4 Mechanical Room"",""device_location_note"":""\u003cp\u003e\r\n\tS-08\u003c/p\u003e\r\n"",""vendor_device_id"":""154025"",""vendor_id"":""2""}",2018-01-26 16:19:12,2018-11-02 21:08:48,,120,4,Building 4 Mechanical Room,"<p>
	S-08</p>
",154025,2,,,,,
407,11237,11237,mnt-154027,Building 5 - Mechanical Room - Water,True,5239,188,0,"{""Heartbeat"":""120"",""application_id"":""4"",""device_location"":""Building 5 Mechanical Room"",""device_location_note"":""\u003cp\u003e\r\n\tS-08\u003c/p\u003e\r\n"",""vendor_device_id"":""154027"",""vendor_id"":""2""}",2018-01-26 16:19:12,2018-11-02 21:08:49,,120,4,Building 5 Mechanical Room,"<p>
	S-08</p>
",154027,2,,,,,
408,11238,11238,mnt-154028,Building 2 - Mechanical Room - Water,True,5239,188,0,"{""Heartbeat"":""120"",""application_id"":""4"",""device_location"":""Building 2 Mechanical Room"",""device_location_note"":""\u003cp\u003e\r\n\tS-08\u003c/p\u003e\r\n"",""vendor_device_id"":""154028"",""vendor_id"":""2""}",2018-01-26 16:19:12,2018-11-02 21:08:49,,120,4,Building 2 Mechanical Room,"<p>
	S-08</p>
",154028,2,,,,,
409,11239,11239,mnt-154036,Building 1 - Mechanical Room - Water,True,5239,188,0,"{""Heartbeat"":""120"",""application_id"":""4"",""device_location"":""Building 1 Mechanical Room"",""device_location_note"":""\u003cp\u003e\r\n\tS-08\u003c/p\u003e\r\n"",""vendor_device_id"":""154036"",""vendor_id"":""2""}",2018-01-26 16:19:12,2018-11-02 21:08:50,,120,4,Building 1 Mechanical Room,"<p>
	S-08</p>
",154036,2,,,,,
410,11240,11240,mnt-154037,Building 3 - Laundry Room - Water,True,5239,188,0,"{""Heartbeat"":""120"",""application_id"":""4"",""device_location"":""Building 3 Laundry Room"",""device_location_note"":""\u003cp\u003e\r\n\tS-09\u003c/p\u003e\r\n"",""vendor_device_id"":""154037"",""vendor_id"":""2""}",2018-01-26 16:19:13,2018-11-02 21:08:50,,120,4,Building 3 Laundry Room,"<p>
	S-09</p>
",154037,2,,,,,
411,11241,11241,mnt-154038,Building 4 - Laundry Room - Water,True,5239,188,0,"{""Heartbeat"":""120"",""application_id"":""4"",""device_location"":""Building 4 Laundry Room"",""device_location_note"":""\u003cp\u003e\r\n\tS-09\u003c/p\u003e\r\n"",""vendor_device_id"":""154038"",""vendor_id"":""2""}",2018-01-26 16:19:13,2018-11-02 21:08:51,,120,4,Building 4 Laundry Room,"<p>
	S-09</p>
",154038,2,,,,,
412,11242,11242,mnt-156561,Building 1 - HW Heater Incoming/Return - Temperature,True,5239,177,0,"{""Heartbeat"":""15"",""application_id"":""2"",""device_location"":""HW Heater Incoming/Return"",""device_location_note"":""\u003cp\u003e\r\n\tS-05\u003c/p\u003e\r\n"",""vendor_device_id"":""156561"",""vendor_id"":""2""}",2018-01-26 16:19:13,2018-11-02 21:08:51,,15,2,HW Heater Incoming/Return,"<p>
	S-05</p>
",156561,2,,,,,
413,11243,11243,mnt-156562,Building 1 - HW Heater Outgoing/Supply - Temperature - WDT,True,5239,177,0,"{""Heartbeat"":""15"",""application_id"":""2"",""device_location"":""HW Heater Outgoing/Supply"",""device_location_note"":""\u003cp\u003e\r\n\tS-04\u003c/p\u003e\r\n"",""vendor_device_id"":""156562"",""vendor_id"":""2""}",2018-01-26 16:19:13,2018-11-02 21:08:51,,15,2,HW Heater Outgoing/Supply,"<p>
	S-04</p>
",156562,2,,,,,
414,11244,11244,mnt-156563,Building 3 - HW Heater Incoming/Return - Temperature,True,5239,177,0,"{""Heartbeat"":""15"",""application_id"":""2"",""device_location"":""Building 3 HW Heater Incoming/Return"",""device_location_note"":""\u003cp\u003e\r\n\tS-05\u003c/p\u003e\r\n"",""vendor_device_id"":""156563"",""vendor_id"":""2""}",2018-01-26 16:19:14,2018-11-02 21:08:52,,15,2,Building 3 HW Heater Incoming/Return,"<p>
	S-05</p>
",156563,2,,,,,
415,11245,11245,mnt-156564,Building 2 - HW Heater Outgoing/Supply - WDT,True,5239,177,0,"{""Heartbeat"":""15"",""application_id"":""2"",""device_location"":""Building 2 HW Heater Outgoing/Supply"",""device_location_note"":""\u003cp\u003e\r\n\tS-04\u003c/p\u003e\r\n"",""vendor_device_id"":""156564"",""vendor_id"":""2""}",2018-01-26 16:19:14,2018-11-02 21:08:52,,15,2,Building 2 HW Heater Outgoing/Supply,"<p>
	S-04</p>
",156564,2,,,,,
416,11246,11246,mnt-156571,Building 2 - HW Heater Incoming/Return - Temperature,True,5239,177,0,"{""Heartbeat"":""15"",""application_id"":""2"",""device_location"":""Building 2 HW Heater Incoming/Return"",""device_location_note"":""\u003cp\u003e\r\n\tS-05\u003c/p\u003e\r\n"",""vendor_device_id"":""156571"",""vendor_id"":""2""}",2018-01-26 16:19:14,2018-11-02 21:08:53,,15,2,Building 2 HW Heater Incoming/Return,"<p>
	S-05</p>
",156571,2,,,,,
417,11247,11247,mnt-156572,Building 1 - Boiler Outgoing/Supply - Temperature - HBS,True,5239,177,0,"{""Heartbeat"":""15"",""application_id"":""2"",""device_location"":""Building 1, Outgoing/Supply"",""device_location_note"":""\u003cp\u003e\r\n\tS-10\u003c/p\u003e\r\n"",""vendor_device_id"":""156572"",""vendor_id"":""2""}",2018-01-26 16:19:15,2018-11-02 21:08:53,,15,2,"Building 1, Outgoing/Supply","<p>
	S-10</p>
",156572,2,,,,,
418,11248,11248,mnt-156573,Building 2 - Boiler Outgoing/Supply - Temperature - HBS,True,5239,177,0,"{""Heartbeat"":""15"",""application_id"":""2"",""device_location"":""Building 2 Boiler Outgoing/Supply"",""device_location_note"":""\u003cp\u003e\r\n\tS-10\u003c/p\u003e\r\n"",""vendor_device_id"":""156573"",""vendor_id"":""2""}",2018-01-26 16:19:15,2018-11-02 21:08:54,,15,2,Building 2 Boiler Outgoing/Supply,"<p>
	S-10</p>
",156573,2,,,,,
419,11249,11249,mnt-156574,Building 1 -  Boiler Incoming /Return - Temperature - HBR,True,5239,177,0,"{""Heartbeat"":""15"",""application_id"":""2"",""device_location"":""Boiler Incoming /Return"",""device_location_note"":""\u003cp\u003e\r\n\tS-03\u003c/p\u003e\r\n"",""vendor_device_id"":""156574"",""vendor_id"":""2""}",2018-01-26 16:19:15,2018-11-02 21:08:54,,15,2,Boiler Incoming /Return,"<p>
	S-03</p>
",156574,2,,,,,
420,11250,11250,mnt-156575,Building 3 - Boiler Outgoing/Supply - HBS,True,5239,177,0,"{""Heartbeat"":""15"",""application_id"":""2"",""device_location"":""Building 3 Boiler Outgoing/Supply"",""device_location_note"":""\u003cp\u003e\r\n\tS-10\u003c/p\u003e\r\n"",""vendor_device_id"":""156575"",""vendor_id"":""2""}",2018-01-26 16:19:15,2018-11-02 21:08:55,,15,2,Building 3 Boiler Outgoing/Supply,"<p>
	S-10</p>
",156575,2,,,,,
