nodes_reporting_id,id,parent_node_id,unique_id,name,active,folder_id,node_type_id,archive_number,metadata,created_at,updated_at,csv_errors,heartbeat,application_id,device_location,device_location_note,vendor_device_id,vendor_id,order_status,functionName,functionVersion,iccid,model
945,27200,27200,mnt-301949,Temperature - Church - Boiler Room Pipe - 301949,True,13145,182,0,"{""Heartbeat"":""15"",""application_id"":""2"",""device_location"":""Church Boiler Room, Pipe"",""device_location_note"":"""",""vendor_device_id"":""301949"",""vendor_id"":""2""}",2018-03-13 17:11:58,2018-03-13 17:11:58,,15,2,"Church Boiler Room, Pipe",,301949,2,,,,,
946,27201,27201,mnt-301951,Temperature - Ministry Offices Boiler Room - 301951,True,13145,177,0,"{""Heartbeat"":""15"",""application_id"":""2"",""device_location"":""Ministry Offices Boiler Room"",""device_location_note"":"""",""vendor_device_id"":""301951"",""vendor_id"":""2""}",2018-03-13 17:11:58,2018-03-13 17:11:58,,15,2,Ministry Offices Boiler Room,,301951,2,,,,,
947,27202,27202,mnt-900334,CGW2 Verizon - 900334,True,13145,187,0,"{""Heartbeat"":""15"",""application_id"":""0"",""device_location"":"""",""device_location_note"":"""",""vendor_device_id"":""900334"",""vendor_id"":""2""}",2018-03-13 17:11:59,2018-03-13 17:11:59,,15,0,,,900334,2,,,,,
948,27203,27203,mnt-301945,Temperature - St. Gertrude Room off of Worship Hall - 301945,True,13146,177,0,"{""Heartbeat"":""15"",""application_id"":""2"",""device_location"":""Roof off of Worship Hall"",""device_location_note"":"""",""vendor_device_id"":""301945"",""vendor_id"":""2""}",2018-03-13 17:11:59,2018-03-13 17:11:59,,15,2,Roof off of Worship Hall,,301945,2,,,,,
949,27204,27204,mnt-301954,"Temperature - St. Gertrude Crawl space under church, Pipe - 301954",True,13146,182,0,"{""Heartbeat"":""15"",""application_id"":""2"",""device_location"":""Boiler Room, Pipe"",""device_location_note"":"""",""vendor_device_id"":""301954"",""vendor_id"":""2""}",2018-03-13 17:11:59,2018-03-13 17:11:59,,15,2,"Boiler Room, Pipe",,301954,2,,,,,
950,27205,27205,mnt-900340,CGW2 Verizon - 900340,True,13146,187,0,"{""Heartbeat"":""15"",""application_id"":""0"",""device_location"":"""",""device_location_note"":"""",""vendor_device_id"":""900340"",""vendor_id"":""2""}",2018-03-13 17:11:59,2018-03-13 17:11:59,,15,0,,,900340,2,,,,,
951,27206,27206,mnt-301921,Temperature - 1st Floor - 301921,True,13147,177,0,"{""Heartbeat"":""15"",""application_id"":""2"",""device_location"":""1st Floor"",""device_location_note"":"""",""vendor_device_id"":""301921"",""vendor_id"":""2""}",2018-03-13 17:12:00,2018-03-13 17:12:00,,15,2,1st Floor,,301921,2,,,,,
952,27207,27207,mnt-301933,Water - WH or Boiler Room - 301933,True,13147,188,0,"{""Heartbeat"":""120"",""application_id"":""4"",""device_location"":""Water Heater, Boiler Room"",""device_location_note"":"""",""vendor_device_id"":""301933"",""vendor_id"":""2""}",2018-03-13 17:12:00,2018-03-13 17:12:00,,120,4,"Water Heater, Boiler Room",,301933,2,,,,,
953,27208,27208,mnt-301940,Temperature - 2nd Floor - 301940,True,13147,177,0,"{""Heartbeat"":""15"",""application_id"":""2"",""device_location"":""2nd Floor"",""device_location_note"":"""",""vendor_device_id"":""301940"",""vendor_id"":""2""}",2018-03-13 17:12:00,2018-03-13 17:12:00,,15,2,2nd Floor,,301940,2,,,,,
954,27209,27209,mnt-301956,Temperature - Boiler Room Pipe - 301956,True,13147,182,0,"{""Heartbeat"":""15"",""application_id"":""2"",""device_location"":""Boiler Room"",""device_location_note"":"""",""vendor_device_id"":""301956"",""vendor_id"":""2""}",2018-03-13 17:12:00,2018-03-13 17:12:00,,15,2,Boiler Room,,301956,2,,,,,
955,27210,27210,mnt-900337,CGW2 Verizon - 900337,True,13147,187,0,"{""Heartbeat"":""15"",""application_id"":""0"",""device_location"":"""",""device_location_note"":"""",""vendor_device_id"":""900337"",""vendor_id"":""2""}",2018-03-13 17:12:01,2018-03-13 17:12:01,,15,0,,,900337,2,,,,,
956,27211,27211,mnt-168690,Water - 405 Basement- 168690,True,13148,188,0,"{""Heartbeat"":""15"",""application_id"":""4"",""device_location"":""405 Basement"",""device_location_note"":"""",""vendor_device_id"":""168690"",""vendor_id"":""2""}",2018-03-13 17:12:01,2018-03-13 17:12:01,,15,4,405 Basement,,168690,2,,,,,
957,27212,27212,mnt-176158,"Water - 407 Lexington, basement - 176158",True,13148,188,0,"{""Heartbeat"":""120"",""application_id"":""4"",""device_location"":""407 Lexington, basement"",""device_location_note"":"""",""vendor_device_id"":""176158"",""vendor_id"":""2""}",2018-03-13 17:12:01,2018-03-13 17:12:01,,120,4,"407 Lexington, basement",,176158,2,,,,,
958,27213,27213,mnt-176182,Water - Concession Stand - 176182,True,13148,188,0,"{""Heartbeat"":""15"",""application_id"":""4"",""device_location"":""Concession Stand"",""device_location_note"":"""",""vendor_device_id"":""176182"",""vendor_id"":""2""}",2018-03-13 17:12:02,2018-03-13 17:12:02,,15,4,Concession Stand,,176182,2,,,,,
959,27214,27214,mnt-179135,Water - 407 LA - Washing Machine - 179135,True,13148,188,0,"{""Heartbeat"":""120"",""application_id"":""4"",""device_location"":""407 LA - Washing Machine"",""device_location_note"":"""",""vendor_device_id"":""179135"",""vendor_id"":""2""}",2018-03-13 17:12:02,2018-03-13 17:12:02,,120,4,407 LA - Washing Machine,,179135,2,,,,,
960,27215,27215,mnt-194258,Temperature - Reach-In Refrigerator DeSent Right - 15 Lafayette Ave -194258,True,13148,177,0,"{""Heartbeat"":""15"",""application_id"":""2"",""device_location"":""Reach-In Refrigerator DeSent Right"",""device_location_note"":"""",""vendor_device_id"":""194258"",""vendor_id"":""2""}",2018-03-13 17:12:02,2018-03-13 17:12:02,,15,2,Reach-In Refrigerator DeSent Right,,194258,2,,,,,
961,27216,27216,mnt-194534,Water - 15 Lafayette Ave -194534,True,13148,188,0,"{""Heartbeat"":""120"",""application_id"":""4"",""device_location"":"""",""device_location_note"":"""",""vendor_device_id"":""194534"",""vendor_id"":""2""}",2018-03-13 17:12:02,2018-03-13 17:12:02,,120,4,,,194534,2,,,,,
962,27217,27217,mnt-203868,Temperature - Reach-In Refrigerator DeSent Left - 15 Lafayette Ave -203868,True,13148,177,0,"{""Heartbeat"":""15"",""application_id"":""2"",""device_location"":""Reach-In Refrigerator DeSent Left"",""device_location_note"":"""",""vendor_device_id"":""203868"",""vendor_id"":""2""}",2018-03-13 17:12:03,2018-03-13 17:12:03,,15,2,Reach-In Refrigerator DeSent Left,,203868,2,,,,,
963,27218,27218,mnt-301898,Temperature - 405 LA - Main Floor - 301898,True,13148,177,0,"{""Heartbeat"":""15"",""application_id"":""2"",""device_location"":""405 LA - Main Floor "",""device_location_note"":"""",""vendor_device_id"":""301898"",""vendor_id"":""2""}",2018-03-13 17:12:03,2018-03-13 17:12:03,,15,2,405 LA - Main Floor ,,301898,2,,,,,
964,27219,27219,mnt-301899,Temperature - 407 LA - Main Floor - 301899,True,13148,177,0,"{""Heartbeat"":""15"",""application_id"":""2"",""device_location"":""407 LA - Main Floor"",""device_location_note"":"""",""vendor_device_id"":""301899"",""vendor_id"":""2""}",2018-03-13 17:12:03,2018-03-13 17:12:03,,15,2,407 LA - Main Floor,,301899,2,,,,,
965,27220,27220,mnt-301905,Temperature - 411 LA - Main Floor - 301905,True,13148,177,0,"{""Heartbeat"":""15"",""application_id"":""2"",""device_location"":""411 LA - Main Floor"",""device_location_note"":"""",""vendor_device_id"":""301905"",""vendor_id"":""2""}",2018-03-13 17:12:03,2018-03-13 17:12:03,,15,2,411 LA - Main Floor,,301905,2,,,,,
966,27221,27221,mnt-301910,Humidity - Food Pantry - 301910,True,13148,183,0,"{""Heartbeat"":""120"",""application_id"":""43"",""device_location"":""Food Pantry - 15 Lafayette"",""device_location_note"":"""",""vendor_device_id"":""301910"",""vendor_id"":""2""}",2018-03-13 17:12:04,2018-03-13 17:12:04,,120,43,Food Pantry - 15 Lafayette,,301910,2,,,,,
967,27222,27222,mnt-301911,Temperature - Concession Stand - 301911,True,13148,177,0,"{""Heartbeat"":""15"",""application_id"":""2"",""device_location"":""Concession Stand"",""device_location_note"":"""",""vendor_device_id"":""301911"",""vendor_id"":""2""}",2018-03-13 17:12:04,2018-03-13 17:12:04,,15,2,Concession Stand,,301911,2,,,,,
968,27223,27223,mnt-301916,Temperature - 10 Lafayette Avenue  - 301916,True,13148,177,0,"{""Heartbeat"":""15"",""application_id"":""2"",""device_location"":""10 Lafayette Avenue"",""device_location_note"":"""",""vendor_device_id"":""301916"",""vendor_id"":""2""}",2018-03-13 17:12:04,2018-03-13 17:12:04,,15,2,10 Lafayette Avenue,,301916,2,,,,,
969,27224,27224,mnt-301931,Water - 405 LA - Washing Machine - 301931,True,13148,188,0,"{""Heartbeat"":""120"",""application_id"":""4"",""device_location"":""405 LA - Washing Machine"",""device_location_note"":"""",""vendor_device_id"":""301931"",""vendor_id"":""2""}",2018-03-13 17:12:04,2018-03-13 17:12:04,,120,4,405 LA - Washing Machine,,301931,2,,,,,
970,27225,27225,mnt-301934,Temperature - 16 Lafayette Avenue - Main Floor - 301934,True,13148,177,0,"{""Heartbeat"":""15"",""application_id"":""2"",""device_location"":""16 Lafayette Avenue - Main Floor"",""device_location_note"":"""",""vendor_device_id"":""301934"",""vendor_id"":""2""}",2018-03-13 17:12:05,2018-03-13 17:12:05,,15,2,16 Lafayette Avenue - Main Floor,,301934,2,,,,,
971,27226,27226,mnt-301939,Water - 411 LA - Washing Machine - 301939,True,13148,188,0,"{""Heartbeat"":""120"",""application_id"":""4"",""device_location"":""411 LA - Washing Machine"",""device_location_note"":"""",""vendor_device_id"":""301939"",""vendor_id"":""2""}",2018-03-13 17:12:05,2018-03-13 17:12:05,,120,4,411 LA - Washing Machine,,301939,2,,,,,
972,27227,27227,mnt-301946,Water - 16 Lafayette Avenue - Washing Machine - 301946,True,13148,188,0,"{""Heartbeat"":""120"",""application_id"":""4"",""device_location"":""16 Lafayette Avenue - Washing Machine"",""device_location_note"":"""",""vendor_device_id"":""301946"",""vendor_id"":""2""}",2018-03-13 17:12:05,2018-03-13 17:12:05,,120,4,16 Lafayette Avenue - Washing Machine,,301946,2,,,,,
973,27228,27228,mnt-356301,Temperature - Chest Freezer - 15 Lafayette Ave - 356301,True,13148,177,0,"{""Heartbeat"":""15"",""application_id"":""2"",""device_location"":""Chest Freezer"",""device_location_note"":"""",""vendor_device_id"":""356301"",""vendor_id"":""2""}",2018-03-13 17:12:05,2018-03-13 17:12:05,,15,2,Chest Freezer,,356301,2,,,,,
974,27229,27229,mnt-356302,Temperature - Reach-In Freezer Left- 15 Lafayette Ave - 356302,True,13148,177,0,"{""Heartbeat"":""15"",""application_id"":""2"",""device_location"":""Reach-In Freezer Left- 15 Lafayette Ave"",""device_location_note"":"""",""vendor_device_id"":""356302"",""vendor_id"":""2""}",2018-03-13 17:12:06,2018-03-13 17:12:06,,15,2,Reach-In Freezer Left- 15 Lafayette Ave,,356302,2,,,,,
975,27230,27230,mnt-356303,Temperature - Reach-In Freezer Right - 15 Lafayette Ave - 356303,True,13148,177,0,"{""Heartbeat"":""15"",""application_id"":""2"",""device_location"":""Reach-In Freezer Right"",""device_location_note"":"""",""vendor_device_id"":""356303"",""vendor_id"":""2""}",2018-03-13 17:12:06,2018-03-13 17:12:06,,15,2,Reach-In Freezer Right,,356303,2,,,,,
976,27231,27231,mnt-356305,Temperature - Reach-In Refrigerator D&#39;Anton - 15 Lafayette Ave -356305,True,13148,177,0,"{""Heartbeat"":""15"",""application_id"":""2"",""device_location"":""Reach-In Refrigerator D'Anton"",""device_location_note"":"""",""vendor_device_id"":""356305"",""vendor_id"":""2""}",2018-03-13 17:12:06,2018-03-13 17:12:06,,15,2,Reach-In Refrigerator D'Anton,,356305,2,,,,,
977,27232,27232,mnt-900336,CGW2 Verizon - Food Pantry - 900336,True,13148,187,0,"{""Heartbeat"":""15"",""application_id"":""0"",""device_location"":"""",""device_location_note"":"""",""vendor_device_id"":""900336"",""vendor_id"":""2""}",2018-03-13 17:12:06,2018-04-09 16:06:24,,15,0,,,900336,2,,,,,
978,27233,27233,mnt-901259,CGW2 Verizon - 407 garage - 901259,True,13148,187,0,"{""Heartbeat"":""15"",""application_id"":""0"",""device_location"":"""",""device_location_note"":"""",""vendor_device_id"":""901259"",""vendor_id"":""2""}",2018-03-13 17:12:07,2018-03-13 17:12:07,,15,0,,,901259,2,,,,,
979,27234,27234,mnt-190742,Water - Athletic Field - 190742,True,13149,188,0,"{""Heartbeat"":""15"",""application_id"":""4"",""device_location"":""Athletic Field"",""device_location_note"":"""",""vendor_device_id"":""190742"",""vendor_id"":""2""}",2018-03-13 17:12:07,2018-03-13 17:12:07,,15,4,Athletic Field,,190742,2,,,,,
980,27235,27235,mnt-301913,Temperature - Maintenance Office - 301913,True,13149,177,0,"{""Heartbeat"":""15"",""application_id"":""2"",""device_location"":""Maintenance Office"",""device_location_note"":"""",""vendor_device_id"":""301913"",""vendor_id"":""2""}",2018-03-13 17:12:07,2018-03-13 17:12:07,,15,2,Maintenance Office,,301913,2,,,,,
981,27236,27236,mnt-301953,"Temperature - Athletic Field Pipe, Garage - 301953",True,13149,182,0,"{""Heartbeat"":""15"",""application_id"":""2"",""device_location"":""Athletic Field Pipe, Garage"",""device_location_note"":"""",""vendor_device_id"":""301953"",""vendor_id"":""2""}",2018-03-13 17:12:07,2018-03-13 17:12:07,,15,2,"Athletic Field Pipe, Garage",,301953,2,,,,,
982,27237,27237,mnt-301955,Temperature - Athletic Field Pipe Team Room - Hot Water Heater- 301955,True,13149,182,0,"{""Heartbeat"":""15"",""application_id"":""2"",""device_location"":""Athletic Field Pipe Team Room - Hot Water Heater"",""device_location_note"":"""",""vendor_device_id"":""301955"",""vendor_id"":""2""}",2018-03-13 17:12:08,2018-03-13 17:12:08,,15,2,Athletic Field Pipe Team Room - Hot Water Heater,,301955,2,,,,,
983,27238,27238,mnt-900341,CGW2 Verizon - 900341,True,13149,187,0,"{""Heartbeat"":""15"",""application_id"":""0"",""device_location"":"""",""device_location_note"":"""",""vendor_device_id"":""900341"",""vendor_id"":""2""}",2018-03-13 17:12:08,2018-03-13 17:12:08,,15,0,,,900341,2,,,,,
984,27239,27239,mnt-179139,Water - Donovan High School Boiler Room - 179139,True,13150,188,0,"{""Heartbeat"":""120"",""application_id"":""4"",""device_location"":""Donovan High School Boiler Room"",""device_location_note"":"""",""vendor_device_id"":""179139"",""vendor_id"":""2""}",2018-03-13 17:12:08,2018-03-13 17:12:08,,120,4,Donovan High School Boiler Room,,179139,2,,,,,
985,27240,27240,mnt-194292,Temperature - Donovan Boiler Room Water Pipe - 194292,True,13150,182,0,"{""Heartbeat"":""15"",""application_id"":""2"",""device_location"":""Donovan Boiler Room Water Pipe"",""device_location_note"":"""",""vendor_device_id"":""194292"",""vendor_id"":""2""}",2018-03-13 17:12:09,2018-03-13 17:12:09,,15,2,Donovan Boiler Room Water Pipe,,194292,2,,,,,
986,27241,27241,mnt-301897,Temperature - Donovan Trailer 5/Zone 16 - Main Floor - 301897,True,13150,177,0,"{""Heartbeat"":""15"",""application_id"":""2"",""device_location"":""Donovan Trailer 5/Zone 16 - Main Floor"",""device_location_note"":"""",""vendor_device_id"":""301897"",""vendor_id"":""2""}",2018-03-13 17:12:09,2018-03-13 17:12:09,,15,2,Donovan Trailer 5/Zone 16 - Main Floor,,301897,2,,,,,
987,27242,27242,mnt-301900,Temperature - Donovan Trailer 3/Zone 15 - Main Floor - 301900,True,13150,177,0,"{""Heartbeat"":""15"",""application_id"":""2"",""device_location"":""Donovan Trailer 3/Zone 15 - Main Floor"",""device_location_note"":"""",""vendor_device_id"":""301900"",""vendor_id"":""2""}",2018-03-13 17:12:09,2018-03-13 17:12:09,,15,2,Donovan Trailer 3/Zone 15 - Main Floor,,301900,2,,,,,
988,27243,27243,mnt-301902,Humidity - Donovan Office - 301902,True,13150,183,0,"{""Heartbeat"":""15"",""application_id"":""43"",""device_location"":""Donovan Office"",""device_location_note"":"""",""vendor_device_id"":""301902"",""vendor_id"":""2""}",2018-03-13 17:12:09,2018-03-13 17:12:09,,15,43,Donovan Office,,301902,2,,,,,
989,27244,27244,mnt-301904,Humidity - Donovan Entry to Quad - 301904,True,13150,183,0,"{""Heartbeat"":""15"",""application_id"":""43"",""device_location"":""Donovan Entry to Quad"",""device_location_note"":"""",""vendor_device_id"":""301904"",""vendor_id"":""2""}",2018-03-13 17:12:10,2018-03-13 17:12:10,,15,43,Donovan Entry to Quad,,301904,2,,,,,
990,27245,27245,mnt-301906,Humidity - Donovan Gym - 301906,True,13150,183,0,"{""Heartbeat"":""15"",""application_id"":""43"",""device_location"":""Donovan Gym "",""device_location_note"":"""",""vendor_device_id"":""301906"",""vendor_id"":""2""}",2018-03-13 17:12:10,2018-03-13 17:12:10,,15,43,Donovan Gym ,,301906,2,,,,,
991,27246,27246,mnt-301907,Temperature - Donovan Walk-In Freezer - 301907,True,13150,177,0,"{""Heartbeat"":""15"",""application_id"":""2"",""device_location"":""Donovan Walk-In Freezer"",""device_location_note"":"""",""vendor_device_id"":""301907"",""vendor_id"":""2""}",2018-03-13 17:12:10,2018-03-13 17:12:10,,15,2,Donovan Walk-In Freezer,,301907,2,,,,,
992,27247,27247,mnt-301909,Temperature - Donovan Trailer 4/Zone 7 - Main Floor - 301909,True,13150,177,0,"{""Heartbeat"":""15"",""application_id"":""2"",""device_location"":""Donovan Trailer 4/Zone 7 - Main Floor"",""device_location_note"":"""",""vendor_device_id"":""301909"",""vendor_id"":""2""}",2018-03-13 17:12:10,2018-03-13 17:12:10,,15,2,Donovan Trailer 4/Zone 7 - Main Floor,,301909,2,,,,,
993,27248,27248,mnt-301926,Temperature - Donovan Walk-In Refrigerator - 301926,True,13150,177,0,"{""Heartbeat"":""15"",""application_id"":""2"",""device_location"":""Donovan Walk-In Refrigerator"",""device_location_note"":"""",""vendor_device_id"":""301926"",""vendor_id"":""2""}",2018-03-13 17:12:11,2018-03-13 17:12:11,,15,2,Donovan Walk-In Refrigerator,,301926,2,,,,,
994,27249,27249,mnt-301927,Water - Donovan Trailer 4/Zone 7 - Water Heater - 301927,True,13150,188,0,"{""Heartbeat"":""120"",""application_id"":""4"",""device_location"":""Donovan Trailer 4/Zone 7 - Water Heater"",""device_location_note"":"""",""vendor_device_id"":""301927"",""vendor_id"":""2""}",2018-03-13 17:12:11,2018-03-13 17:12:11,,120,4,Donovan Trailer 4/Zone 7 - Water Heater,,301927,2,,,,,
995,27250,27250,mnt-301943,Water - Donovan Middle School Boiler Room - 301943,True,13150,188,0,"{""Heartbeat"":""120"",""application_id"":""4"",""device_location"":""Donovan Middle School Boiler Room - Water Heater"",""device_location_note"":"""",""vendor_device_id"":""301943"",""vendor_id"":""2""}",2018-03-13 17:12:11,2018-03-13 17:12:11,,120,4,Donovan Middle School Boiler Room - Water Heater,,301943,2,,,,,
996,27251,27251,mnt-900342,CGW2 Verizon - 900342,True,13150,187,0,"{""Heartbeat"":""15"",""application_id"":""0"",""device_location"":"""",""device_location_note"":"""",""vendor_device_id"":""900342"",""vendor_id"":""2""}",2018-03-13 17:12:11,2018-03-13 17:12:11,,15,0,,,900342,2,,,,,
997,27252,27252,mnt-198944,Temperature -  Grade School Walk In Refrigerator - 198944,True,13151,177,0,"{""Heartbeat"":""15"",""application_id"":""2"",""device_location"":""Grade School Walk-In Refrigerator"",""device_location_note"":"""",""vendor_device_id"":""198944"",""vendor_id"":""2""}",2018-03-13 17:12:12,2018-03-13 17:12:12,,15,2,Grade School Walk-In Refrigerator,,198944,2,,,,,
998,27253,27253,mnt-301903,Temperature - Grade School Reach-In Freezer - 301903,True,13151,177,0,"{""Heartbeat"":""15"",""application_id"":""2"",""device_location"":""Grade School Reach-In Freezer"",""device_location_note"":"""",""vendor_device_id"":""301903"",""vendor_id"":""2""}",2018-03-13 17:12:12,2018-03-13 17:12:12,,15,2,Grade School Reach-In Freezer,,301903,2,,,,,
999,27254,27254,mnt-301912,Humidity - Grade School Office - 301912,True,13151,183,0,"{""Heartbeat"":""15"",""application_id"":""43"",""device_location"":""Grade School Office"",""device_location_note"":"""",""vendor_device_id"":""301912"",""vendor_id"":""2""}",2018-03-13 17:12:12,2018-03-13 17:12:12,,15,43,Grade School Office,,301912,2,,,,,
1000,27255,27255,mnt-301918,Humidity - Grade School Room 5A - 301918,True,13151,183,0,"{""Heartbeat"":""15"",""application_id"":""43"",""device_location"":""Grade School Room 5A"",""device_location_note"":"""",""vendor_device_id"":""301918"",""vendor_id"":""2""}",2018-03-13 17:12:12,2018-03-13 17:12:12,,15,43,Grade School Room 5A,,301918,2,,,,,
1001,27256,27256,mnt-301920,Humidity - Grade School Gym - 301920,True,13151,183,0,"{""Heartbeat"":""15"",""application_id"":""43"",""device_location"":""Grade School Gym"",""device_location_note"":"""",""vendor_device_id"":""301920"",""vendor_id"":""2""}",2018-03-13 17:12:13,2018-03-13 17:12:13,,15,43,Grade School Gym,,301920,2,,,,,
1002,27257,27257,mnt-301944,Water - Grade School Boiler Room - 301944,True,13151,188,0,"{""Heartbeat"":""120"",""application_id"":""4"",""device_location"":""Grade School Boiler Room"",""device_location_note"":"""",""vendor_device_id"":""301944"",""vendor_id"":""2""}",2018-03-13 17:12:13,2018-03-13 17:12:13,,120,4,Grade School Boiler Room,,301944,2,,,,,
1003,27258,27258,mnt-301948,"Temperature - Grade School Boiler Room, Pipe - 301948",True,13151,182,0,"{""Heartbeat"":""15"",""application_id"":""2"",""device_location"":""Grade School Boiler Room, Pipe"",""device_location_note"":"""",""vendor_device_id"":""301948"",""vendor_id"":""2""}",2018-03-13 17:12:13,2018-03-13 17:12:13,,15,2,"Grade School Boiler Room, Pipe",,301948,2,,,,,
1004,27259,27259,mnt-900335,CGW2 Verizon - 900335,True,13151,187,0,"{""Heartbeat"":""15"",""application_id"":""0"",""device_location"":"""",""device_location_note"":"""",""vendor_device_id"":""900335"",""vendor_id"":""2""}",2018-03-13 17:12:13,2018-03-13 17:12:13,,15,0,,,900335,2,,,,,
1005,27260,27260,mnt-194547,Water -  Risen Christ Mausoleum Lower Level 194547,True,13152,188,0,"{""Heartbeat"":""120"",""application_id"":""4"",""device_location"":""Risen Christ Mausoleum Lower Level"",""device_location_note"":"""",""vendor_device_id"":""194547"",""vendor_id"":""2""}",2018-03-13 17:12:14,2018-03-13 17:12:14,,120,4,Risen Christ Mausoleum Lower Level,,194547,2,,,,,
1006,27261,27261,mnt-301908,Humidity - Middle School Rm 7A - 301908,True,13150,183,0,"{""Heartbeat"":""120"",""application_id"":""43"",""device_location"":""St. Joseph Cemetery Office"",""device_location_note"":"""",""vendor_device_id"":""301908"",""vendor_id"":""2""}",2018-03-13 17:12:14,2018-04-09 16:06:28,,120,43,St. Joseph Cemetery Office,,301908,2,,,,,
1007,27262,27262,mnt-301914,Humidity - Risen Christ Mausoleum - Fire Sprinkler Room Basement - 301914,True,13152,183,0,"{""Heartbeat"":""15"",""application_id"":""43"",""device_location"":""Risen Christ Mausoleum Fire Sprinkler Room Basement"",""device_location_note"":"""",""vendor_device_id"":""301914"",""vendor_id"":""2""}",2018-03-13 17:12:14,2018-03-13 17:12:14,,15,43,Risen Christ Mausoleum Fire Sprinkler Room Basement,,301914,2,,,,,
1008,27263,27263,mnt-301917,Humidity - Risen Christ Mausoleum - Main Chapel,True,13152,183,0,"{""Heartbeat"":""15"",""application_id"":""43"",""device_location"":""Risen Christ Mausoleum Main Chapel"",""device_location_note"":"""",""vendor_device_id"":""301917"",""vendor_id"":""2""}",2018-03-13 17:12:14,2018-03-13 17:12:14,,15,43,Risen Christ Mausoleum Main Chapel,,301917,2,,,,,
1009,27264,27264,mnt-301929,Water - St. Joseph Cemetery Office - 301929,True,13152,188,0,"{""Heartbeat"":""120"",""application_id"":""4"",""device_location"":""St. Joseph Cemetery Office"",""device_location_note"":"""",""vendor_device_id"":""301929"",""vendor_id"":""2""}",2018-03-13 17:12:15,2018-03-13 17:12:15,,120,4,St. Joseph Cemetery Office,,301929,2,,,,,
1010,27265,27265,mnt-301930,Temperature - St. Joseph Cemetery Office - 301930,True,13152,177,0,"{""Heartbeat"":""15"",""application_id"":""2"",""device_location"":""St. Joseph Cemetery Office"",""device_location_note"":"""",""vendor_device_id"":""301930"",""vendor_id"":""2""}",2018-03-13 17:12:15,2018-03-13 17:12:15,,15,2,St. Joseph Cemetery Office,,301930,2,,,,,
1011,27266,27266,mnt-301950,Temperature - St. Joseph Office Water Pipe - 301950,True,13152,182,0,"{""Heartbeat"":""15"",""application_id"":""2"",""device_location"":""St. Joseph Office Water Pipe"",""device_location_note"":"""",""vendor_device_id"":""301950"",""vendor_id"":""2""}",2018-03-13 17:12:15,2018-03-13 17:12:15,,15,2,St. Joseph Office Water Pipe,,301950,2,,,,,
1012,27267,27267,mnt-900332,CGW2 Verizon - Cemetery Office - 900332,True,13152,187,0,"{""Heartbeat"":""15"",""application_id"":""0"",""device_location"":"""",""device_location_note"":"""",""vendor_device_id"":""900332"",""vendor_id"":""2""}",2018-03-13 17:12:15,2018-03-13 17:12:15,,15,0,,,900332,2,,,,,
1013,27268,27268,mnt-900333,CGW2 Verizon - Risen Christ Mausoleum - 900333,True,13152,187,0,"{""Heartbeat"":""15"",""application_id"":""0"",""device_location"":"""",""device_location_note"":"""",""vendor_device_id"":""900333"",""vendor_id"":""2""}",2018-03-13 17:12:16,2018-03-13 17:12:16,,15,0,,,900333,2,,,,,
1014,27269,27269,mnt-194888,Humidity - 194888,True,5265,183,0,"{""Heartbeat"":""120"",""application_id"":""43"",""device_location"":"""",""device_location_note"":"""",""vendor_device_id"":""194888"",""vendor_id"":""2""}",2018-03-13 17:13:27,2018-11-02 21:11:21,,120,43,,,194888,2,,,,,
1015,27270,27270,mnt-333398,Under Floor Temp (new),True,5265,177,0,"{""Heartbeat"":""15"",""application_id"":""2"",""device_location"":"""",""device_location_note"":"""",""vendor_device_id"":""333398"",""vendor_id"":""2""}",2018-03-13 17:13:27,2018-11-02 21:11:22,,15,2,,,333398,2,,,,,
1016,27276,27276,39-30-32-35-5a-37-64-05,Leak - 6405,True,37392,189,0,"{""bin"":""R01"",""model"":""proto""}",2018-03-15 14:40:42,2018-12-14 21:15:57,,,,,,,,,,,,proto
1017,27277,27277,39-30-32-35-79-37-88-06,Leak - 8806,True,37392,189,0,"{""bin"":""R01"",""model"":""proto""}",2018-03-15 14:42:54,2018-12-14 21:16:07,,,,,,,,,,,,proto
1018,27278,27278,39-30-32-35-76-37-7d-06,Leak 16,True,13143,189,0,{},2018-03-15 14:46:15,2018-03-15 14:46:15,,,,,,,,,,,,
1019,27279,27279,39-30-32-35-67-37-5e-05,Leak 17,True,13143,189,0,{},2018-03-15 14:46:15,2018-03-15 14:46:15,,,,,,,,,,,,
1020,27280,27280,39-30-32-35-7a-37-79-06,Leak - 7906,True,37392,189,0,"{""bin"":""R01"",""model"":""proto""}",2018-03-15 14:46:15,2018-12-14 21:16:16,,,,,,,,,,,,proto
1021,27281,27281,39-30-32-35-73-37-83-06,Leak 4,True,13143,189,0,{},2018-03-15 14:46:15,2018-03-15 14:46:15,,,,,,,,,,,,
1022,27282,27282,39-30-32-35-5f-37-83-06,Leak 6,True,13143,189,0,{},2018-03-15 14:46:15,2018-03-15 14:46:15,,,,,,,,,,,,
1023,27284,27284,39-30-32-35-67-37-78-06,Leak - 7806,True,37392,189,0,"{""bin"":""R01"",""model"":""proto""}",2018-03-15 14:46:15,2018-12-14 21:16:29,,,,,,,,,,,,proto
